PLACA,TC_VENCIMIENTO,SOAT_CONSTANCIA,SOAT_VENCIMIENTO,MATPEL_CONSTANCIA,MATPEL_EMISION,MATPEL_VENCIMIENTO,RT_EMISION,RT_VENCIMIENTO,BONI_VENCIMIENTO,SEGVEH_ENTIDAD,SEGVEH_ASESOR,SEGVEH_VENCIMIENTO,SEGCARGA_ENTIDAD,SEGCARGA_ASESOR,SEGCARGA_EMISION,SEGCARGA_VENCIMIENTO,FUMIG_EMISION,FUMIG_VENCIMIENTO,EXTINTORES_CANT
C2X688,21/12/2026,,25/03/2027,,,,,19/07/2026,,,,,,,,,,,
